State,Bank,Area_type,#Branches
ANDAMAN & NICOBAR ISLANDS,BANK OF BARODA,Rural,1
ANDAMAN & NICOBAR ISLANDS,BANK OF BARODA,Semi-urban,1
ANDAMAN & NICOBAR ISLANDS,BANK OF BARODA,Urban,2
ANDAMAN & NICOBAR ISLANDS,BANK OF INDIA,Urban,1
ANDAMAN & NICOBAR ISLANDS,BANK OF MAHARASHTRA,Urban,1
ANDAMAN & NICOBAR ISLANDS,CANARA BANK,Rural,5
ANDAMAN & NICOBAR ISLANDS,CANARA BANK,Semi-urban,2
ANDAMAN & NICOBAR ISLANDS,CANARA BANK,Urban,6
ANDAMAN & NICOBAR ISLANDS,CENTRAL BANK OF INDIA,Urban,1
ANDAMAN & NICOBAR ISLANDS,INDIAN BANK,Urban,2
ANDAMAN & NICOBAR ISLANDS,INDIAN OVERSEAS BANK,Semi-urban,1
ANDAMAN & NICOBAR ISLANDS,INDIAN OVERSEAS BANK,Urban,1
ANDAMAN & NICOBAR ISLANDS,PUNJAB NATIONAL BANK,Semi-urban,2
ANDAMAN & NICOBAR ISLANDS,PUNJAB NATIONAL BANK,Urban,3
ANDAMAN & NICOBAR ISLANDS,UCO BANK,Urban,1
ANDAMAN & NICOBAR ISLANDS,UNION BANK OF INDIA,Urban,1
ANDHRA PRADESH,BANK OF BARODA,Metropolitan,31
ANDHRA PRADESH,BANK OF BARODA,Rural,74
ANDHRA PRADESH,BANK OF BARODA,Semi-urban,68
ANDHRA PRADESH,BANK OF BARODA,Urban,72
ANDHRA PRADESH,BANK OF INDIA,Metropolitan,23
ANDHRA PRADESH,BANK OF INDIA,Rural,32
ANDHRA PRADESH,BANK OF INDIA,Semi-urban,63
ANDHRA PRADESH,BANK OF INDIA,Urban,48
ANDHRA PRADESH,BANK OF MAHARASHTRA,Metropolitan,5
ANDHRA PRADESH,BANK OF MAHARASHTRA,Rural,2
ANDHRA PRADESH,BANK OF MAHARASHTRA,Semi-urban,3
ANDHRA PRADESH,BANK OF MAHARASHTRA,Urban,15
ANDHRA PRADESH,CANARA BANK,Metropolitan,87
ANDHRA PRADESH,CANARA BANK,Rural,263
ANDHRA PRADESH,CANARA BANK,Semi-urban,189
ANDHRA PRADESH,CANARA BANK,Urban,172
ANDHRA PRADESH,CENTRAL BANK OF INDIA,Metropolitan,23
ANDHRA PRADESH,CENTRAL BANK OF INDIA,Rural,31
ANDHRA PRADESH,CENTRAL BANK OF INDIA,Semi-urban,45
ANDHRA PRADESH,CENTRAL BANK OF INDIA,Urban,37
ANDHRA PRADESH,INDIAN BANK,Metropolitan,38
ANDHRA PRADESH,INDIAN BANK,Rural,99
ANDHRA PRADESH,INDIAN BANK,Semi-urban,92
ANDHRA PRADESH,INDIAN BANK,Urban,86
ANDHRA PRADESH,INDIAN OVERSEAS BANK,Metropolitan,26
ANDHRA PRADESH,INDIAN OVERSEAS BANK,Rural,42
ANDHRA PRADESH,INDIAN OVERSEAS BANK,Semi-urban,45
ANDHRA PRADESH,INDIAN OVERSEAS BANK,Urban,46
ANDHRA PRADESH,PUNJAB AND SIND BANK,Metropolitan,4
ANDHRA PRADESH,PUNJAB AND SIND BANK,Urban,6
ANDHRA PRADESH,PUNJAB NATIONAL BANK,Metropolitan,36
ANDHRA PRADESH,PUNJAB NATIONAL BANK,Rural,15
ANDHRA PRADESH,PUNJAB NATIONAL BANK,Semi-urban,35
ANDHRA PRADESH,PUNJAB NATIONAL BANK,Urban,58
ANDHRA PRADESH,UCO BANK,Metropolitan,7
ANDHRA PRADESH,UCO BANK,Rural,11
ANDHRA PRADESH,UCO BANK,Semi-urban,7
ANDHRA PRADESH,UCO BANK,Urban,18
ANDHRA PRADESH,UNION BANK OF INDIA,Metropolitan,141
ANDHRA PRADESH,UNION BANK OF INDIA,Rural,447
ANDHRA PRADESH,UNION BANK OF INDIA,Semi-urban,400
ANDHRA PRADESH,UNION BANK OF INDIA,Urban,283
ARUNACHAL PRADESH,BANK OF BARODA,Rural,1
ARUNACHAL PRADESH,BANK OF BARODA,Semi-urban,5
ARUNACHAL PRADESH,BANK OF INDIA,Rural,2
ARUNACHAL PRADESH,BANK OF INDIA,Semi-urban,3
ARUNACHAL PRADESH,BANK OF MAHARASHTRA,Semi-urban,1
ARUNACHAL PRADESH,CANARA BANK,Rural,2
ARUNACHAL PRADESH,CANARA BANK,Semi-urban,8
ARUNACHAL PRADESH,CENTRAL BANK OF INDIA,Rural,2
ARUNACHAL PRADESH,CENTRAL BANK OF INDIA,Semi-urban,6
ARUNACHAL PRADESH,INDIAN BANK,Semi-urban,3
ARUNACHAL PRADESH,INDIAN OVERSEAS BANK,Semi-urban,1
ARUNACHAL PRADESH,PUNJAB AND SIND BANK,Semi-urban,1
ARUNACHAL PRADESH,PUNJAB NATIONAL BANK,Rural,1
ARUNACHAL PRADESH,PUNJAB NATIONAL BANK,Semi-urban,7
ARUNACHAL PRADESH,UCO BANK,Rural,1
ARUNACHAL PRADESH,UCO BANK,Semi-urban,1
ARUNACHAL PRADESH,UNION BANK OF INDIA,Semi-urban,1
ASSAM,BANK OF BARODA,Rural,12
ASSAM,BANK OF BARODA,Semi-urban,20
ASSAM,BANK OF BARODA,Urban,36
ASSAM,BANK OF INDIA,Rural,11
ASSAM,BANK OF INDIA,Semi-urban,18
ASSAM,BANK OF INDIA,Urban,23
ASSAM,BANK OF MAHARASHTRA,Semi-urban,4
ASSAM,BANK OF MAHARASHTRA,Urban,7
ASSAM,CANARA BANK,Rural,28
ASSAM,CANARA BANK,Semi-urban,42
ASSAM,CANARA BANK,Urban,42
ASSAM,CENTRAL BANK OF INDIA,Rural,59
ASSAM,CENTRAL BANK OF INDIA,Semi-urban,33
ASSAM,CENTRAL BANK OF INDIA,Urban,33
ASSAM,INDIAN BANK,Rural,50
ASSAM,INDIAN BANK,Semi-urban,37
ASSAM,INDIAN BANK,Urban,31
ASSAM,INDIAN OVERSEAS BANK,Rural,7
ASSAM,INDIAN OVERSEAS BANK,Semi-urban,12
ASSAM,INDIAN OVERSEAS BANK,Urban,12
ASSAM,PUNJAB AND SIND BANK,Rural,2
ASSAM,PUNJAB AND SIND BANK,Semi-urban,2
ASSAM,PUNJAB AND SIND BANK,Urban,11
ASSAM,PUNJAB NATIONAL BANK,Rural,180
ASSAM,PUNJAB NATIONAL BANK,Semi-urban,96
ASSAM,PUNJAB NATIONAL BANK,Urban,99
ASSAM,UCO BANK,Rural,70
ASSAM,UCO BANK,Semi-urban,45
ASSAM,UCO BANK,Urban,29
ASSAM,UNION BANK OF INDIA,Rural,24
ASSAM,UNION BANK OF INDIA,Semi-urban,34
ASSAM,UNION BANK OF INDIA,Urban,39
BIHAR,BANK OF BARODA,Metropolitan,39
BIHAR,BANK OF BARODA,Rural,97
BIHAR,BANK OF BARODA,Semi-urban,100
BIHAR,BANK OF BARODA,Urban,69
BIHAR,BANK OF INDIA,Metropolitan,33
BIHAR,BANK OF INDIA,Rural,134
BIHAR,BANK OF INDIA,Semi-urban,136
BIHAR,BANK OF INDIA,Urban,53
BIHAR,BANK OF MAHARASHTRA,Metropolitan,5
BIHAR,BANK OF MAHARASHTRA,Rural,1
BIHAR,BANK OF MAHARASHTRA,Semi-urban,4
BIHAR,BANK OF MAHARASHTRA,Urban,12
BIHAR,CANARA BANK,Metropolitan,45
BIHAR,CANARA BANK,Rural,116
BIHAR,CANARA BANK,Semi-urban,83
BIHAR,CANARA BANK,Urban,79
BIHAR,CENTRAL BANK OF INDIA,Metropolitan,37
BIHAR,CENTRAL BANK OF INDIA,Rural,198
BIHAR,CENTRAL BANK OF INDIA,Semi-urban,139
BIHAR,CENTRAL BANK OF INDIA,Urban,76
BIHAR,INDIAN BANK,Metropolitan,43
BIHAR,INDIAN BANK,Rural,120
BIHAR,INDIAN BANK,Semi-urban,89
BIHAR,INDIAN BANK,Urban,60
BIHAR,INDIAN OVERSEAS BANK,Metropolitan,9
BIHAR,INDIAN OVERSEAS BANK,Rural,12
BIHAR,INDIAN OVERSEAS BANK,Semi-urban,18
BIHAR,INDIAN OVERSEAS BANK,Urban,21
BIHAR,JAMMU & KASHMIR BANK LTD,Metropolitan,1
BIHAR,PUNJAB AND SIND BANK,Metropolitan,4
BIHAR,PUNJAB AND SIND BANK,Semi-urban,2
BIHAR,PUNJAB AND SIND BANK,Urban,10
BIHAR,PUNJAB NATIONAL BANK,Metropolitan,59
BIHAR,PUNJAB NATIONAL BANK,Rural,372
BIHAR,PUNJAB NATIONAL BANK,Semi-urban,199
BIHAR,PUNJAB NATIONAL BANK,Urban,145
BIHAR,UCO BANK,Metropolitan,12
BIHAR,UCO BANK,Rural,110
BIHAR,UCO BANK,Semi-urban,69
BIHAR,UCO BANK,Urban,41
BIHAR,UNION BANK OF INDIA,Metropolitan,45
BIHAR,UNION BANK OF INDIA,Rural,63
BIHAR,UNION BANK OF INDIA,Semi-urban,79
BIHAR,UNION BANK OF INDIA,Urban,68
CHANDIGARH,BANK OF BARODA,Rural,1
CHANDIGARH,BANK OF BARODA,Urban,20
CHANDIGARH,BANK OF INDIA,Rural,1
CHANDIGARH,BANK OF INDIA,Urban,12
CHANDIGARH,BANK OF MAHARASHTRA,Urban,6
CHANDIGARH,CANARA BANK,Urban,29
CHANDIGARH,CENTRAL BANK OF INDIA,Urban,16
CHANDIGARH,INDIAN BANK,Urban,15
CHANDIGARH,INDIAN OVERSEAS BANK,Urban,7
CHANDIGARH,JAMMU & KASHMIR BANK LTD,Urban,1
CHANDIGARH,PUNJAB AND SIND BANK,Semi-urban,1
CHANDIGARH,PUNJAB AND SIND BANK,Urban,27
CHANDIGARH,PUNJAB NATIONAL BANK,Rural,1
CHANDIGARH,PUNJAB NATIONAL BANK,Semi-urban,1
CHANDIGARH,PUNJAB NATIONAL BANK,Urban,58
CHANDIGARH,UCO BANK,Rural,3
CHANDIGARH,UCO BANK,Semi-urban,2
CHANDIGARH,UCO BANK,Urban,8
CHANDIGARH,UNION BANK OF INDIA,Rural,1
CHANDIGARH,UNION BANK OF INDIA,Urban,26
CHHATTISGARH,BANK OF BARODA,Metropolitan,32
CHHATTISGARH,BANK OF BARODA,Rural,85
CHHATTISGARH,BANK OF BARODA,Semi-urban,54
CHHATTISGARH,BANK OF BARODA,Urban,40
CHHATTISGARH,BANK OF INDIA,Metropolitan,10
CHHATTISGARH,BANK OF INDIA,Rural,18
CHHATTISGARH,BANK OF INDIA,Semi-urban,20
CHHATTISGARH,BANK OF INDIA,Urban,16
CHHATTISGARH,BANK OF MAHARASHTRA,Metropolitan,5
CHHATTISGARH,BANK OF MAHARASHTRA,Rural,15
CHHATTISGARH,BANK OF MAHARASHTRA,Semi-urban,8
CHHATTISGARH,BANK OF MAHARASHTRA,Urban,9
CHHATTISGARH,CANARA BANK,Metropolitan,22
CHHATTISGARH,CANARA BANK,Rural,28
CHHATTISGARH,CANARA BANK,Semi-urban,33
CHHATTISGARH,CANARA BANK,Urban,34
CHHATTISGARH,CENTRAL BANK OF INDIA,Metropolitan,16
CHHATTISGARH,CENTRAL BANK OF INDIA,Rural,51
CHHATTISGARH,CENTRAL BANK OF INDIA,Semi-urban,40
CHHATTISGARH,CENTRAL BANK OF INDIA,Urban,16
CHHATTISGARH,INDIAN BANK,Metropolitan,11
CHHATTISGARH,INDIAN BANK,Rural,23
CHHATTISGARH,INDIAN BANK,Semi-urban,12
CHHATTISGARH,INDIAN BANK,Urban,21
CHHATTISGARH,INDIAN OVERSEAS BANK,Metropolitan,9
CHHATTISGARH,INDIAN OVERSEAS BANK,Rural,18
CHHATTISGARH,INDIAN OVERSEAS BANK,Semi-urban,10
CHHATTISGARH,INDIAN OVERSEAS BANK,Urban,10
CHHATTISGARH,JAMMU & KASHMIR BANK LTD,Metropolitan,1
CHHATTISGARH,PUNJAB AND SIND BANK,Metropolitan,2
CHHATTISGARH,PUNJAB AND SIND BANK,Rural,7
CHHATTISGARH,PUNJAB AND SIND BANK,Semi-urban,1
CHHATTISGARH,PUNJAB AND SIND BANK,Urban,6
CHHATTISGARH,PUNJAB NATIONAL BANK,Metropolitan,40
CHHATTISGARH,PUNJAB NATIONAL BANK,Rural,57
CHHATTISGARH,PUNJAB NATIONAL BANK,Semi-urban,63
CHHATTISGARH,PUNJAB NATIONAL BANK,Urban,54
CHHATTISGARH,UCO BANK,Metropolitan,7
CHHATTISGARH,UCO BANK,Rural,18
CHHATTISGARH,UCO BANK,Semi-urban,18
CHHATTISGARH,UCO BANK,Urban,14
CHHATTISGARH,UNION BANK OF INDIA,Metropolitan,24
CHHATTISGARH,UNION BANK OF INDIA,Rural,19
CHHATTISGARH,UNION BANK OF INDIA,Semi-urban,46
CHHATTISGARH,UNION BANK OF INDIA,Urban,33
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BANK OF BARODA,Rural,7
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BANK OF BARODA,Semi-urban,11
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BANK OF INDIA,Semi-urban,3
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BANK OF MAHARASHTRA,Semi-urban,2
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,CANARA BANK,Rural,1
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,CANARA BANK,Semi-urban,5
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,CENTRAL BANK OF INDIA,Semi-urban,3
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,INDIAN BANK,Semi-urban,3
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,INDIAN OVERSEAS BANK,Semi-urban,1
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,PUNJAB NATIONAL BANK,Semi-urban,5
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,UCO BANK,Semi-urban,3
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,UNION BANK OF INDIA,Semi-urban,5
GOA,BANK OF BARODA,Rural,31
GOA,BANK OF BARODA,Semi-urban,21
GOA,BANK OF INDIA,Rural,23
GOA,BANK OF INDIA,Semi-urban,30
GOA,BANK OF MAHARASHTRA,Rural,5
GOA,BANK OF MAHARASHTRA,Semi-urban,11
GOA,CANARA BANK,Rural,41
GOA,CANARA BANK,Semi-urban,43
GOA,CENTRAL BANK OF INDIA,Rural,13
GOA,CENTRAL BANK OF INDIA,Semi-urban,19
GOA,INDIAN BANK,Rural,1
GOA,INDIAN BANK,Semi-urban,10
GOA,INDIAN OVERSEAS BANK,Rural,13
GOA,INDIAN OVERSEAS BANK,Semi-urban,13
GOA,JAMMU & KASHMIR BANK LTD,Semi-urban,1
GOA,PUNJAB AND SIND BANK,Semi-urban,1
GOA,PUNJAB NATIONAL BANK,Rural,2
GOA,PUNJAB NATIONAL BANK,Semi-urban,20
GOA,UCO BANK,Rural,4
GOA,UCO BANK,Semi-urban,6
GOA,UNION BANK OF INDIA,Rural,32
GOA,UNION BANK OF INDIA,Semi-urban,47
GUJARAT,BANK OF BARODA,Metropolitan,306
GUJARAT,BANK OF BARODA,Rural,751
GUJARAT,BANK OF BARODA,Semi-urban,312
GUJARAT,BANK OF BARODA,Urban,177
GUJARAT,BANK OF INDIA,Metropolitan,129
GUJARAT,BANK OF INDIA,Rural,108
GUJARAT,BANK OF INDIA,Semi-urban,112
GUJARAT,BANK OF INDIA,Urban,66
GUJARAT,BANK OF MAHARASHTRA,Metropolitan,31
GUJARAT,BANK OF MAHARASHTRA,Rural,7
GUJARAT,BANK OF MAHARASHTRA,Semi-urban,16
GUJARAT,BANK OF MAHARASHTRA,Urban,20
GUJARAT,CANARA BANK,Metropolitan,118
GUJARAT,CANARA BANK,Rural,34
GUJARAT,CANARA BANK,Semi-urban,63
GUJARAT,CANARA BANK,Urban,65
GUJARAT,CENTRAL BANK OF INDIA,Metropolitan,99
GUJARAT,CENTRAL BANK OF INDIA,Rural,101
GUJARAT,CENTRAL BANK OF INDIA,Semi-urban,75
GUJARAT,CENTRAL BANK OF INDIA,Urban,58
GUJARAT,INDIAN BANK,Metropolitan,76
GUJARAT,INDIAN BANK,Rural,13
GUJARAT,INDIAN BANK,Semi-urban,19
GUJARAT,INDIAN BANK,Urban,47
GUJARAT,INDIAN OVERSEAS BANK,Metropolitan,50
GUJARAT,INDIAN OVERSEAS BANK,Rural,20
GUJARAT,INDIAN OVERSEAS BANK,Semi-urban,21
GUJARAT,INDIAN OVERSEAS BANK,Urban,25
GUJARAT,JAMMU & KASHMIR BANK LTD,Metropolitan,4
GUJARAT,PUNJAB AND SIND BANK,Metropolitan,8
GUJARAT,PUNJAB AND SIND BANK,Semi-urban,2
GUJARAT,PUNJAB AND SIND BANK,Urban,14
GUJARAT,PUNJAB NATIONAL BANK,Metropolitan,137
GUJARAT,PUNJAB NATIONAL BANK,Rural,36
GUJARAT,PUNJAB NATIONAL BANK,Semi-urban,66
GUJARAT,PUNJAB NATIONAL BANK,Urban,81
GUJARAT,UCO BANK,Metropolitan,43
GUJARAT,UCO BANK,Rural,12
GUJARAT,UCO BANK,Semi-urban,28
GUJARAT,UCO BANK,Urban,29
GUJARAT,UNION BANK OF INDIA,Metropolitan,183
GUJARAT,UNION BANK OF INDIA,Rural,113
GUJARAT,UNION BANK OF INDIA,Semi-urban,138
GUJARAT,UNION BANK OF INDIA,Urban,87
HARYANA,BANK OF BARODA,Metropolitan,14
HARYANA,BANK OF BARODA,Rural,26
HARYANA,BANK OF BARODA,Semi-urban,42
HARYANA,BANK OF BARODA,Urban,83
HARYANA,BANK OF INDIA,Metropolitan,5
HARYANA,BANK OF INDIA,Rural,13
HARYANA,BANK OF INDIA,Semi-urban,17
HARYANA,BANK OF INDIA,Urban,33
HARYANA,BANK OF MAHARASHTRA,Metropolitan,2
HARYANA,BANK OF MAHARASHTRA,Rural,3
HARYANA,BANK OF MAHARASHTRA,Semi-urban,2
HARYANA,BANK OF MAHARASHTRA,Urban,24
HARYANA,CANARA BANK,Metropolitan,32
HARYANA,CANARA BANK,Rural,88
HARYANA,CANARA BANK,Semi-urban,98
HARYANA,CANARA BANK,Urban,126
HARYANA,CENTRAL BANK OF INDIA,Metropolitan,7
HARYANA,CENTRAL BANK OF INDIA,Rural,44
HARYANA,CENTRAL BANK OF INDIA,Semi-urban,39
HARYANA,CENTRAL BANK OF INDIA,Urban,52
HARYANA,INDIAN BANK,Metropolitan,13
HARYANA,INDIAN BANK,Rural,29
HARYANA,INDIAN BANK,Semi-urban,46
HARYANA,INDIAN BANK,Urban,65
HARYANA,INDIAN OVERSEAS BANK,Metropolitan,11
HARYANA,INDIAN OVERSEAS BANK,Rural,5
HARYANA,INDIAN OVERSEAS BANK,Semi-urban,5
HARYANA,INDIAN OVERSEAS BANK,Urban,35
HARYANA,JAMMU & KASHMIR BANK LTD,Metropolitan,1
HARYANA,JAMMU & KASHMIR BANK LTD,Urban,9
HARYANA,PUNJAB AND SIND BANK,Metropolitan,4
HARYANA,PUNJAB AND SIND BANK,Rural,33
HARYANA,PUNJAB AND SIND BANK,Semi-urban,25
HARYANA,PUNJAB AND SIND BANK,Urban,41
HARYANA,PUNJAB NATIONAL BANK,Metropolitan,38
HARYANA,PUNJAB NATIONAL BANK,Rural,309
HARYANA,PUNJAB NATIONAL BANK,Semi-urban,178
HARYANA,PUNJAB NATIONAL BANK,Urban,312
HARYANA,UCO BANK,Metropolitan,4
HARYANA,UCO BANK,Rural,22
HARYANA,UCO BANK,Semi-urban,43
HARYANA,UCO BANK,Urban,30
HARYANA,UNION BANK OF INDIA,Metropolitan,18
HARYANA,UNION BANK OF INDIA,Rural,50
HARYANA,UNION BANK OF INDIA,Semi-urban,103
HARYANA,UNION BANK OF INDIA,Urban,138
HIMACHAL PRADESH,BANK OF BARODA,Rural,16
HIMACHAL PRADESH,BANK OF BARODA,Semi-urban,13
HIMACHAL PRADESH,BANK OF BARODA,Urban,5
HIMACHAL PRADESH,BANK OF INDIA,Rural,9
HIMACHAL PRADESH,BANK OF INDIA,Semi-urban,9
HIMACHAL PRADESH,BANK OF INDIA,Urban,1
HIMACHAL PRADESH,BANK OF MAHARASHTRA,Rural,1
HIMACHAL PRADESH,BANK OF MAHARASHTRA,Semi-urban,3
HIMACHAL PRADESH,BANK OF MAHARASHTRA,Urban,1
HIMACHAL PRADESH,CANARA BANK,Rural,43
HIMACHAL PRADESH,CANARA BANK,Semi-urban,19
HIMACHAL PRADESH,CANARA BANK,Urban,5
HIMACHAL PRADESH,CENTRAL BANK OF INDIA,Rural,38
HIMACHAL PRADESH,CENTRAL BANK OF INDIA,Semi-urban,15
HIMACHAL PRADESH,CENTRAL BANK OF INDIA,Urban,3
HIMACHAL PRADESH,INDIAN BANK,Rural,8
HIMACHAL PRADESH,INDIAN BANK,Semi-urban,15
HIMACHAL PRADESH,INDIAN BANK,Urban,3
HIMACHAL PRADESH,INDIAN OVERSEAS BANK,Rural,5
HIMACHAL PRADESH,INDIAN OVERSEAS BANK,Semi-urban,4
HIMACHAL PRADESH,INDIAN OVERSEAS BANK,Urban,2
HIMACHAL PRADESH,JAMMU & KASHMIR BANK LTD,Rural,1
HIMACHAL PRADESH,JAMMU & KASHMIR BANK LTD,Semi-urban,3
HIMACHAL PRADESH,JAMMU & KASHMIR BANK LTD,Urban,1
HIMACHAL PRADESH,PUNJAB AND SIND BANK,Rural,17
HIMACHAL PRADESH,PUNJAB AND SIND BANK,Semi-urban,10
HIMACHAL PRADESH,PUNJAB AND SIND BANK,Urban,2
HIMACHAL PRADESH,PUNJAB NATIONAL BANK,Rural,316
HIMACHAL PRADESH,PUNJAB NATIONAL BANK,Semi-urban,59
HIMACHAL PRADESH,PUNJAB NATIONAL BANK,Urban,20
HIMACHAL PRADESH,UCO BANK,Rural,146
HIMACHAL PRADESH,UCO BANK,Semi-urban,17
